config,bita,abar,sigma_e,gov,T_max_frac,phi0,phib,phie,phiy,loan/gdp,bailout/y,def_prob,defprob_bc,g/y,std_y,debty,avg_welf,avg_welf_b1,avg_welf_b2,avg_welf_b3,avg_welf_b4,avg_welf_b5,avg_welf_b6,avg_welf_b7,avg_welf_b8,avg_welf_b9,avg_welf_b10,avg_welf_b11,avg_welf_b12,avg_welf_b13,avg_welf_b14,avg_welf_b15,avg_welf_b16,avg_welf_b17,avg_welf_b18,avg_welf_b19,avg_welf_b20,conv,convq,iter,avg_spread,std_spread,corr_spread_y,avg_rate,prob_Tmax_binding,prob_Tmax_negative
1,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.8000000000,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
2,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7878635356,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
3,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7757581513,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
4,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7636841695,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
5,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7516419205,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
6,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7396317421,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
7,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7276539808,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7157089912,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
9,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7037971371,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
10,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6919187913,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
11,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6800743363,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
12,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6682641643,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
13,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6564886783,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
14,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6447482917,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
15,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6330434294,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
16,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6213745280,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
17,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6097420363,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
18,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5981464160,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
19,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5865881421,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
20,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5750677037,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
21,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5635856044,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
22,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5521423632,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
23,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5407385153,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
24,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5293746126,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
25,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5180512248,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
26,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5067689403,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
27,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4955283668,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
28,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4843301329,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
29,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4731748888,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
30,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4620633076,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
31,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4509960867,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
32,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4399739488,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
33,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4289976439,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
34,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4180679506,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
35,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4071856779,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
36,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3963516671,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
37,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3855667939,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
38,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3748319704,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
39,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3641481480,.000000000,.000000000,.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
