config,bita,abar,sigma_e,gov,T_max_frac,phi0,phib,phie,phiy,loan/gdp,bailout/y,def_prob,defprob_bc,g/y,std_y,debty,avg_welf,avg_welf_b1,avg_welf_b2,avg_welf_b3,avg_welf_b4,avg_welf_b5,avg_welf_b6,avg_welf_b7,avg_welf_b8,avg_welf_b9,avg_welf_b10,avg_welf_b11,avg_welf_b12,avg_welf_b13,avg_welf_b14,avg_welf_b15,avg_welf_b16,avg_welf_b17,avg_welf_b18,avg_welf_b19,avg_welf_b20,conv,convq,iter,avg_spread,std_spread,corr_spread_y,avg_rate,prob_Tmax_binding,prob_Tmax_negative
8107,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7276539808,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8108,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7157089912,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8109,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7037971371,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8110,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6919187913,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8111,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6800743363,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8112,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6682641643,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8113,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6564886783,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8114,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6447482917,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8115,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6330434294,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8116,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6213745280,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8117,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6097420363,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8118,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5981464160,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8119,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5865881421,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8120,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5750677037,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8121,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5635856044,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8122,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5521423632,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8123,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5407385153,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8124,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5293746126,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.99986126
8125,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5180512248,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.99764147
8126,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5067689403,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.99472799
8127,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4955283668,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.98446145
8128,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4843301329,1.500000000,.1255494896,.5000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.95657530
8129,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4731748888,1.500000000,.1255494896,.5000000000,36.37389980,.000000000,.3341144039,.3065603924,19.26142405,5.255255320,26.92317858,.000000000,.4457000000E-06,.5017000000E-06,.4465000000E-06,.4654000000E-06,.5294000000E-06,.5169000000E-06,.5821000000E-06,.4862000000E-06,.3823000000E-06,.4671000000E-06,.4262000000E-06,.3822000000E-06,.5283000000E-06,.3410000000E-06,.8659000000E-06,-.1259000000E-06,-.1565000000E-06,-.1745000000E-06,-.1683000000E-06,-.1556000000E-06,.4011168000E-03,.6642260500E-02,100,.3357931733,.5055797843,-.3262320288,.2218301220,100.3216864,99.90024806
8130,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4620633076,1.500000000,.1255494896,.5000000000,36.37390004,.000000000,.3341144039,.3065603924,19.26142437,5.255261537,26.92319232,.000000000,.8130000000E-06,.8750000000E-06,.8145000000E-06,.8367000000E-06,.9217000000E-06,.9180000000E-06,.9868000000E-06,.8802000000E-06,.7725000000E-06,.9668000000E-06,.9032000000E-06,.8258000000E-06,.1151400000E-05,.8756000000E-06,.2023500000E-05,-.1050000000E-07,-.4670000000E-07,-.6330000000E-07,-.4370000000E-07,-.1980000000E-07,.4011168000E-03,.6642260500E-02,100,.3357950383,.5055788797,-.3262251368,.2218288881,100.3216864,99.79550159
8131,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4509960867,1.500000000,.1255494896,.5000000000,36.37390004,.000000000,.3341144039,.3065603924,19.26142437,5.255261520,26.92319232,.000000000,.8111000000E-06,.9159000000E-06,.9219000000E-06,.9117000000E-06,.9775000000E-06,.1131400000E-05,.1091900000E-05,.1039300000E-05,.1101500000E-05,.2163000000E-05,.1492200000E-05,.1261600000E-05,.1238900000E-05,.2348000000E-05,.2018500000E-05,-.5400000000E-08,-.3730000000E-07,-.4750000000E-07,-.9000000000E-08,.3160000000E-07,.4011168000E-03,.6642260500E-02,100,.3357951061,.5055788105,-.3262248834,.2218288995,100.3216864,99.52912646
8132,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4399739488,1.500000000,.1255494896,.5000000000,36.37390088,.6017210000E-04,.3341144039,.3065603924,19.26142442,5.255260894,26.92319489,.000000000,.6356900000E-05,.7045700000E-05,.7404100000E-05,.7205600000E-05,.7807900000E-05,.8363900000E-05,.7991900000E-05,.8231800000E-05,.8817300000E-05,.6108900000E-05,.1194470000E-04,.1081050000E-04,.4484800000E-05,.3563060000E-04,.2179700000E-05,.2975000000E-06,.3968000000E-06,.5812000000E-06,.1071900000E-05,.1477700000E-05,.4011168000E-03,.6642260500E-02,100,.3358000026,.5055754223,-.3262116299,.2218244004,100.3216864,98.99013302
8133,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4289976439,1.500000000,.1255494896,.5000000000,36.37390436,.2460729000E-03,.3341144039,.3065603924,19.26143072,5.255346559,26.92353551,.000000000,.7625380000E-04,.7979790000E-04,.8034780000E-04,.7700580000E-04,.7708830000E-04,.8051360000E-04,.8115980000E-04,.9267260000E-04,.1009268000E-03,.7168570000E-04,.1024768000E-03,.1099282000E-03,.7566610000E-04,.1786253000E-03,.1980600000E-04,.1700280000E-04,.1786160000E-04,.1979030000E-04,.2406660000E-04,.2773400000E-04,.4011167000E-03,.9068986500E-02,100,.3358346831,.5055668392,-.3261374616,.2218058941,100.3216864,98.09805380
8134,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4180679506,1.500000000,.1255494896,.5000000000,36.37390436,.2482982000E-03,.3341144039,.3065603924,19.26143073,5.255346484,26.92353552,.000000000,.7605310000E-04,.7955590000E-04,.8008760000E-04,.7666060000E-04,.7667120000E-04,.8009200000E-04,.8069630000E-04,.9229280000E-04,.1006546000E-03,.7421360000E-04,.1026766000E-03,.1098704000E-03,.9185830000E-04,.1783782000E-03,.1972820000E-04,.1694640000E-04,.1780590000E-04,.1973360000E-04,.2401960000E-04,.2769750000E-04,.4011167000E-03,.6642260500E-02,100,.3358347256,.5055668022,-.3261373567,.2218058913,100.3216864,97.06876363
8135,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4071856779,1.500000000,.1255494896,.5000000000,36.37390458,.2609190000E-03,.3341144039,.3065603924,19.26143075,5.255346474,26.92353554,.000000000,.8184590000E-04,.8448730000E-04,.8561770000E-04,.8932340000E-04,.9578010000E-04,.9608650000E-04,.9476140000E-04,.9290720000E-04,.9466860000E-04,.1202555000E-03,.1206559000E-03,.1117917000E-03,.2858273000E-03,.1780074000E-03,.1973800000E-04,.1717350000E-04,.1819640000E-04,.2034300000E-04,.2501120000E-04,.2905940000E-04,.4011167000E-03,.6642260500E-02,100,.3358362642,.5055655303,-.3261354834,.2218046800,100.3209278,94.99977802
8136,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3963516671,1.500000000,.1255494896,.5000000000,36.37390463,.3591491000E-03,.3341144039,.3065603924,19.26142884,5.255320688,26.92365769,.000000000,.5171548000E-03,.5359155000E-03,.5415515000E-03,.6470429000E-03,.6777641000E-03,.6580979000E-03,.6722457000E-03,.4943579000E-03,.5560171000E-03,.1025353000E-02,.8965989000E-03,.3102369000E-03,.1545008900E-02,.2178907000E-03,.6482520000E-04,.7556430000E-04,.9139670000E-04,.1131277000E-03,.1526462000E-03,.1873273000E-03,.4011165000E-03,.6642260500E-02,100,.3358282734,.5055481936,-.3260546073,.2218023814,100.2958950,92.04509509
8137,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3855667939,1.500000000,.1255494896,.5000000000,36.37391512,.5198280000E-03,.3341144039,.3065603924,19.26144432,5.255530603,26.92451100,.000000000,.9141932000E-03,.9651188000E-03,.9864385000E-03,.1185493200E-02,.1247387000E-02,.1213194800E-02,.1262679700E-02,.8610465000E-03,.1013929700E-02,.1832582300E-02,.1692098900E-02,.6596772000E-03,.2956797700E-02,.2822710000E-03,.1327438000E-03,.1520020000E-03,.1803061000E-03,.2180061000E-03,.2856986000E-03,.3460208000E-03,.4011160000E-03,.6642260500E-02,100,.3359380823,.5055059374,-.3259976064,.2217445033,100.2642879,87.79488560
8138,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3748319704,1.500000000,.1255494896,.5000000000,36.37391482,.5185214000E-03,.3341144039,.3065603924,19.26144464,5.255530940,26.92451734,.000000000,.9698828000E-03,.1023315000E-02,.1047804500E-02,.1211001100E-02,.1259928200E-02,.1238828800E-02,.1298096000E-02,.9100375000E-03,.1009709300E-02,.1831429900E-02,.1699944000E-02,.1453250300E-02,.2954401400E-02,.2824498000E-03,.1328126000E-03,.1527890000E-03,.1817728000E-03,.2206409000E-03,.2921272000E-03,.3556751000E-03,.6585712000E-03,.2440717190E-01,100,.3359408457,.5054997495,-.3259936700,.2217481244,100.2162451,83.37056111
8139,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3641481480,1.500000000,.1255494896,.5000000000,36.37392307,.5144287000E-03,.3341144039,.3065603924,19.26143932,5.255545358,26.92439851,.000000000,.1338756900E-02,.1408443100E-02,.1341740900E-02,.1399949500E-02,.1405957100E-02,.1393640100E-02,.1561315400E-02,.1948466100E-02,.1981494200E-02,.1971429000E-02,.1855845200E-02,.5129878400E-02,.2954781000E-02,.2842620000E-03,.1411606000E-03,.1767590000E-03,.2177894000E-03,.2738137000E-03,.3781044000E-03,.4708632000E-03,.4011160000E-03,.6642260200E-02,100,.3358644279,.5063608549,-.3257065743,.2216993327,100.0147182,77.40181579
8140,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3535163195,1.500000000,.1255494896,.5000000000,36.37394752,.5977577000E-03,.3341144039,.3065603924,19.26144302,5.255615985,26.92467837,.000000000,.3328587300E-02,.3330720900E-02,.3684019000E-02,.3259370700E-02,.3154607700E-02,.3010248700E-02,.2653473800E-02,.5942778400E-02,.6428696300E-02,.3508116000E-02,.2717998000E-02,.1593295570E-01,.2964958000E-02,.3132853000E-03,.2232404000E-03,.3723252000E-03,.4969357000E-03,.6677065000E-03,.9482324000E-03,.1205170900E-02,.4011147000E-03,.6642258100E-02,100,.3360924715,.5051863472,-.3259894652,.2215609020,99.59826313,68.16969761
8141,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3429375224,1.500000000,.1255494896,.5000000000,36.37395091,.9324264000E-03,.3341144039,.3065603924,19.26145195,5.255674756,26.92534045,.000000000,.6419384300E-02,.6528885100E-02,.7222356700E-02,.6631225800E-02,.6773884500E-02,.6295433200E-02,.4462243200E-02,.1022956220E-01,.1121420840E-01,.6828238700E-02,.5886003700E-02,.2333704790E-01,.3040899500E-02,.4281648000E-03,.4535960000E-03,.8273713000E-03,.1098822400E-02,.1468826800E-02,.1999684600E-02,.2520511100E-02,.4011240000E-03,.6641918200E-02,100,.3361902331,.5051685851,-.3260588290,.2215477656,99.08142387,61.02751433
8142,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3324128420,1.500000000,.1255494896,.5000000000,36.37395702,.9569562000E-03,.3341144039,.3065603924,19.26145122,5.255679100,26.92532187,.000000000,.6956833000E-02,.7128198400E-02,.7697998900E-02,.6898810000E-02,.7763868100E-02,.7850500000E-02,.6175189200E-02,.1077119980E-01,.1140487420E-01,.7401527300E-02,.1463385630E-01,.2334500270E-01,.3043887000E-02,.4258634000E-03,.4482443000E-03,.8329421000E-03,.1124767000E-02,.1522088800E-02,.2110997800E-02,.2670862500E-02,.4011163000E-03,.6642253000E-02,100,.3362130390,.5051472254,-.3260618705,.2215052538,97.77870574,52.70551119
8143,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3219434149,1.500000000,.1255494896,.5000000000,36.37396028,.9350534000E-03,.3341144039,.3065603924,19.26145706,5.255676243,26.92549417,.000000000,.8727800900E-02,.8836660200E-02,.9110269200E-02,.7764936100E-02,.9904442600E-02,.1095833300E-01,.1003424420E-01,.1190093100E-01,.1183254670E-01,.9412335200E-02,.3341511150E-01,.2334068770E-01,.3044931600E-02,.4474977000E-03,.5083082000E-03,.9906402000E-03,.1362850000E-02,.1868158000E-02,.2622094800E-02,.3328372100E-02,.4011068000E-03,.6642177500E-02,100,.3363523956,.5049847708,-.3260866845,.2215246451,94.75934291,42.25625288
8144,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3115304327,1.500000000,.1255494896,.5000000000,36.37396587,.1049269700E-02,.3341144039,.3065603924,19.26141963,5.255406239,26.92412538,.000000000,.1022336610E-01,.9993729200E-02,.8300226100E-02,.6698301100E-02,.1093748130E-01,.1409540670E-01,.1668310500E-01,.1544349960E-01,.8652892000E-02,.1212510170E-01,.5933431950E-01,.1935098170E-01,-.8451009000E-03,-.3314975400E-02,-.3017518800E-02,-.2084757100E-02,-.1387038700E-02,-.4630899000E-03,.8141085000E-03,.2063047600E-02,.8331230000E-04,.000000000,45,.3359918543,.5112104395,-.3230243685,.2216005999,91.53516610,29.73301442
8145,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3011751468,1.500000000,.1255494896,.5000000000,36.37405718,.1311214300E-02,.3339765679,.3065603924,19.26141861,5.255554250,26.92460282,.000000000,.1682207450E-01,.1661534620E-01,.1324338220E-01,.1182916180E-01,.1653404570E-01,.2098476410E-01,.2738853200E-01,.2600142290E-01,.1137914940E-01,.2998142740E-01,.7559269040E-01,.1937114630E-01,-.7957448000E-03,-.3138267600E-02,-.2566968400E-02,-.1144223000E-02,-.1045807000E-03,.1265934700E-02,.3085094400E-02,.4902126000E-02,.8336870000E-04,.000000000,45,.3363346558,.5104010370,-.3238720012,.2209099331,88.98068345,24.81863624
